id,Titel,Body,Kategorie,Datum,Quelle
239,Online-Gigant bedankt sich bei Anti-Re­gier­ungs-De­mon­stran­ten,"Der Online-Riese Amazon hat sich auf seiner Homepage ‚herzlichst bei den offiziell rund 17.000 Wiener Anti-Regierungs-Demonstranten für ihre großartige Unterstützung des Unternehmens im diesjährigen Weihnachtsgeschäft‘ bedankt. Auch für die Regierung gab es lobende Worte.Man habe zwar auf etwas mehr Teilnehmer gehofft, und auch die Streckenführung des Wiener Demozugs hätte nach Meinung Amazons noch optimaler gestaltet werden können, doch im Großen und Ganzen sei man mit den dadurch erreichten Umsatzsteigerungen durchaus zufrieden, so der Online-Händler auf der Österreich-Ausgabe seiner Webseite.Doch auch für die türkis-blaue Regierung fand der Handels-Marktführer in seiner Aussendung lobende Worte: Diese habe auf Grund ihrer bisherigen Arbeit – allen voran mit dem Aushängeschild 12-Stunden-Tag – das gestrige Großereignis samt positiven Auswirkungen auf den Online-Handel erst möglich gemacht.Das Demonstrationsrecht sei wichtig und richtig, so Amazon. Und man ermuntere beide Seiten, nicht locker zu lassen und die bisherigen Aktivitäten noch weiter zu intensivieren. Der Wunsch des Tech-Giganten ans Christkind: Bereits kommenden Samstag ein neuerlicher Protestzug  – und zwar österreichweit!",Politik,2018-12-16 00:00:00,Entenpost
240,Situations­elas­tische Heimatliebe,"Steuertrickser Google, Amazon & Co. – und nunmehr Waldhäusl?! Das nennt sich dann wohl situationselastische Heimatliebe.",Politik,2018-12-13 00:00:00,Entenpost
241,Jahres­rück­blick: Diese Promis waren auch 2018 noch quicklebendig,"Das Jahr neigt sich dem Ende zu und es ist höchst an der Zeit für den obligaten Promi-Jahresrückblick. Hier die Liste mit jenen bekannten Persönlichkeiten, die es auch im vergangenen Jahr wieder geschafft haben, noch nicht den Löffel abzugegeben:Für Prinz William, Prinzessin Kate und ihre Fans geht das Warten auf die Königskrone auch 2019 weiter! Laut mittlerer Lebenserwartung für Männer in Großbritannien hat der 1948 geborene Vater Charles noch gut 9 Jahre vor sich. Da sich royale Angehörige zeit ihres Lebens nicht gerade abrackern müssen und auch sonst rundum bestens versorgt sind, heißt es für das beliebte Prinzenpaar eventuell sogar noch länger Däumchen drehen, ehe sie in der Thronfolge endlich an der Reihe sind.Zwar gab es erst kürzlich die Nachricht, in der Nähe von Jerusalem seien die Knochen von Gott gefunden worden. Bei dieser Meldung dürfte es sich allerdings um eine atheistische Verschwörungstheorie gehandelt haben. Und so sind nach wie vor mehrere Milliarden Menschen felsenfest davon überzeugt, dass der Schöpfer lebt und die Geschicke hüben wie drüben lenkt. Da es keinerlei Statistiken über die Lebenserwartung von Göttern gibt, ist schwer zu beurteilen, wie lange der Allmächtige eingefleischten Atheisten auch weiterhin ihre Theorie versauen wird.Ebenfalls nicht totzukriegen scheint der Leadgitarrist der Rolling Stones, Keith Richards. 2010 meinte der Musiker einmal: „Ich hab‘ in meinem Leben so viel Koks durch die Nase gejagt, dass ich’s heute überhaupt nicht mehr vermisse. Ich glaube, die Droge hat resigniert.“ Resiginiert hat offenbar auch Gevatter Tod – mit weiteren Stones-Konzerten darf daher auch in den nächsten 10 Jahren gerechnet werden!Zwar heißt ein Sprichwort ‚Man lebt nur zweimal‘, aber der mittlerweile zum Nichtraucher mutierte Geheimagent im Auftrag ihrer Majestät ist – was die Überlebensrate betrifft – wohl eher die berühmte Katze mit ihren neun Leben. Auch James‘ ewiger Widersacher, Ernst Stavro Blofeld, ist diesbezüglich ein Phänomen, ist doch auch der Erzschurke par excellence aus zahlreichen haarsträubenden Abenteuern immer wieder spektakulär mit seinem Leben davongekommen. Blofeld wird daher aller Voraussicht nach auch 2019 dafür sorgen, dass dem MI6 nicht so rasch die Arbeit ausgeht – und 007 wird hoffentlich zur Stelle sein, um auch beim 25. Mal die Welt zu retten.Lange galt es als reines Wunschdenken einiger Fans, doch erst kürzlich gelang der Fotobeweis: Der King lebt! Der heute 83-jährige Elivs Presley erfreut sich bester Gesundheit und wohnt offenbar inkognito jedes Jahr an seinem vermeintlichen Todestag am 6. Jänner seiner eigenen Gedenkfeier in Graceland bei. Und wer weiß, vielleicht wird es der King 2019 mit etwas von dem selbst besungenen ‚Good Luck Charm‚ und einem neuen Hit sogar in die American Top 40 schaffen!",Allgemein,2018-12-11 00:00:00,Entenpost
242,"FPÖ beweist Humor: 3,4-Millionen-Euro-Artikel in Krone war Satire","Da sag noch einer, die Rechten hätten keinen Humor! Ein Artikel in der Kronen Zeitung hatte für einiges Aufsehen und sogar bei den eigenen FPÖ-Anhängern für Kopfschütteln und Empörung gesorgt: Dort wurde behauptet, die FPÖ würde die Republik auf Grund der Wiederholung der Stichwahl zum Bundespräsidenten auf 3,4 Millionen Euro Schadenersatz klagen. Wie sich nun herausstellte, handelte es sich jedoch um einen von Parteichef Heinz-Christian Strache höchstpersönlich lancierten Satire-Beitrag, mit dem er lediglich zeigen wollte, dass auch die Rechten durchaus Humor besitzen.Strache zu der ungewöhnlichen Aktion: „Uns Rechten wird ja immer wieder vorgeworfen, wir wären nicht lustig und würden keinen Spaß verstehen. Das ist natürlich übelste linkslinke Propaganda, die ich mit diesem spaßigen Beitrag  ein für alle mal widerlegen wollte.“Ursprünglich war der Plan gewesen, den Artikel schon anlässlich des Faschingsbeginns am 11.11. zu bringen. ‚Aber da wäre es zu offensichtlich gewesen, dass es sich um einen Scherzartikel handelt‘, so der FPÖ-Chef.Um die Meldung möglichst authentisch aussehen zu lassen, verzichtete Strache im Unterschied zu seinem Satire-Beitrag über den ORF und ZIB2-Moderator Armin Wolf, den er Anfang des Jahres auf Facebook gepostet hatte, in dem Artikel in der Krone dieses Mal auf den abschließenden Smiley.Dass der Artikel dennoch nicht sofort als Satire erkannt und von vielen für bare Münze gehalten worden sei, habe ihn denn doch einigermaßen überrascht, so Strache: „Die Vorstellung, dass wir Freiheitlichen zuerst die Wahl anfechten und dann die Chuzpe besitzen, uns von den Steuerzahlern die Kosten für ein paar zusätzliche Plakate mit dem Norbert zurückzuholen – so etwas fällt ja normalerweise nicht einmal der Tagespresse oder der Entenpost ein!“Aufatmen jedenfalls bei den FPÖ-Funktionären, waren diese doch bis zur Auflösung durch ‚Spaßvogel‘ Strache bei der Parteibasis und in den sozialen Medien bereits in arge Erklärungsnöte geraten: Die Blauen sind und bleiben die Partei der kleinen Leute – und Humor haben sie obendrein!",Allgemein,2018-12-10 00:00:00,Entenpost
243,Schock für Papst: Eigener Sohn outet sich als schwul,"Schockierende Nachricht für Papst Franziskus: Ausgerechnet Mario Morales, angehender Priesteramtskandidat und einer seiner beiden unehelichen Söhne aus dritter Beziehung, outete sich Anfang dieser Woche als schwul! Das Bekenntnis des 25-jährigen Argentiniers kommt für seinen Vater in Rom zu einem denkbar ungünstigen Moment, hatte sich der Pontifex doch erst kürzlich äußerst besorgt über die massive Verbreitung der Homosexualität in unserer Gesellschaft gezeigt und von einer regelrechten Modeerscheinung gesprochen.Papst Franziskus zeigte sich in einer ersten Reaktion selbstkritisch: „Bedingt durch meine Berufung war es mir nur selten möglich, für Mario da zu sein. Ich konnte ihm leider Gottes nicht jener Vater sein, der ich hätte sein sollen, um ihm diese Flausen von Kindheit an auszutreiben!“ Aber er wäre ein schlechter Christ, so der Pontifex, würde er ‚diesen Fehler ihm und mir nicht verzeihen.‘Marios Fall zeige laut Franziskus deutlich, wie wichtig die Ehe zwischen Mann und Frau und die damit verbundene Familie sei, in der Kinder bei Mutter und Vater aufwachsen würden.Für den Priesteramtskandidaten Morales könnte sein Coming-Outing das Ende seiner beruflichen Ambitionen bedeuten: Vater Franziskus hatte erst unlängst betont, dass im Ordens- und Priesterleben kein Platz für derlei Zuneigungen sei. Eine gewagte Aussage, würde dies doch laut einem Insider für fast die Hälfte des Klerus das Aus bedeuten.Vielleicht lenkt der Papst auf Grund der aktuellen persönlichen Entwicklungen ja doch noch ein. Und wer weiß, vielleicht tritt ja eines Tages der eigene Sohn in die Fußstapfen seines Vaters – als erster (bekennender) schwuler Papst an der Spitze der Katholischen Kirche!","Allgemein, Empfehlung",2018-12-07 00:00:00,Entenpost
244,Erfreuliches vom KH Nord: VIP-Ambulanz früher als geplant fertiggestellt,"Nach all den negativen Schlagzeilen der vergangenen Monate – Stichwort Energie-Schutzring oder Bauzaun-Kostenexplosion – kommt diese erfreuliche Meldung wie gerufen: Die Business-Class der Notfall-Ambulanz im Krankenhaus Nord konnte früher als geplant fertiggestellt werden! Da mit der von Türkis-Blau vorgenommenen Gesetzesänderung zu Sonderklassegebühren mittlerweile auch die gesetzlichen Rahmenbedingungen für VIP-Ambulanzen geschaffen wurden, kann der auch als Wellness-Lounge bezeichnete Sonderklassebereich im KH Nord bereits in der kommenden Woche in Betrieb genommen werden.Nicht wenig stolz führt Herwig Wetzlinger, Direktor des Wiener Krankenanstaltenverbundes (KAV), durch die Prunkräume der neuen VIP-Ambulanz, in denen gerade die letzten Swarovski-Kristalle in den Kronleuchtern montiert werden: „Unsere Business-Lounge sucht weltweit ihresgleichen! Wir haben keinerlei Kosten und Mühen gespart, um hier eine regelrechte Wellness-Oase für privatversicherte Patienten entstehen zu lassen.“Croupiers, Haubenköche, Masseure sowie eine Jazz-Band sollen dafür sorgen, dass den Sonderklasse-Patienten die gelegentlich längeren Wartezeiten so angenehm wie möglich gestaltet werden. Dieser Punkt ist dem KAV-Direktor besonders wichtig: „Ich möchte betonen, dass es sich bei unserer VIP-Ambulanz keinesfalls um eine – wie derzeit in so manchen Medien fälschlicherweise kolportierte – ‚Fast Lane‘ handelt. Im Gegenteil, die Primarärzte sind sogar angewiesen, sich für die Sonderklasse-Patienten mehr Zeit zu nehmen als die Turnusärzte in der Economy Class!“A propos: Um die Kosten für die VIP-Ambulanz nicht komplett aus dem Ruder laufen zu lassen, habe man im Gegenzug bei der Economy Class ein paar Abstriche gemacht. So sei es beispielsweise gelungen, über die Plattform willhaben.at von den Wiener Linien günstige aber dennoch funktionale Sitze für den Wartebereich zu erwerben.Die Planungen für das KH Nord mögen nicht immer ganz glücklich verlaufen sein und die Kritik daran mag teilweise berechtigt sein. Dass man jedoch von Anfang an die nunmehr von Gesundheitsministerin Beate Hartinger-Klein beschlossenen VIP-Ambulanzen vorhergesehen und auch umgesetzt habe, beweist allerdings eindrucksvoll die planerischen Fähigkeiten der Verantwortlichen!",Politik,2018-12-06 00:00:00,Entenpost
245,"Kampf gegen Fake News: Facebook schränkt Kommentare, Likes und Teilen massiv ein","Laut einer Studie der renomierten kanadischen Didsbury State University sind bis zu 72% der Inhalte im Internet Falschmeldungen! Vor allem Leichtgläubigkeit der Benutzer und unreflektiertes Verbreiten über Facebook, Twitter & Co. tragen zu diesem enormen Prozentsatz bei. Geht es nach Facebooks Gründer Mark Zuckerberg, möchte sein Social Media Unternehmen im Kampf gegen Fake News und im Bemühen um mehr Seriösität in Sozialen Netzwerken völlig neue Maßstäbe setzen: Schon bald soll es nur noch möglich sein, Einträge auf Facebook zu kommentieren, zu liken oder zu teilen, wenn sich User zuvor mit Beiträgen auf der Plattform auch tatsächlich und ausreichend auseinandergesetzt haben!Ausgeklügelte Mechanismen und Algorithmen sollen dabei die Feedback-Elemente – Like- und Share-Buttons sowie Kommentar-Felder – erst dann aktivieren, wenn eine ‚angemessene‘ User-Aktion vorausgegangen ist. Damit soll verhindert werden, dass Benutzer Einträge einfach blindlings weiterverbreiten, bewerten oder mitdiskutieren, obwohl sie nur einen kurzen Blick auf Überschrift oder Teaser-Bild geworfen haben.Auf der deutschsprachigen Homepage von Facebook heißt es dazu: „Beiträge mit zugehörigen Web-Artikeln müssen künftig angeklickt und deren Texte sinnerfassend gelesen werden. Dazu werden das Scrollverhalten und die Lesedauer des Users genau beobachtet und im Anschluss die Inhalte stichprobenartig per Verständnisfragen überprüft. Bilder müssen eingehender als bisher betrachtet und Videos zumindest zu drei Viertel ihrer Länge angesehen werden. Eine Eyetracking-Technik wird dabei das gewünschte Benutzerverhalten sicherstellen. An Gewinnspielen kann nur noch teilgenommen werden, wenn der User vorher das Impressum des Veranstalters aufgerufen und dessen Echtheit bei Zuerst denken – dann klicken verifiziert hat.“Bei Facebook erhofft man sich durch diese Maßnahme, Falschmeldungen, Bots und allzu leichtfertige Benutzer in den Griff zu bekommen. Das von vielen Usern derzeit an den Tag gelegte, unbedachtsame Verhalten soll auf Grund der neuen Regeln möglichst unterbunden werden. Die Möglichkeit für ‚Daumen hoch‘ & Co. muss sich bei Facebook künftig gewissermaßen erst verdient werden.Gratulation übrigens: Sie haben eine Grundvoraussetzung bereits erfüllt, indem Sie bis hierher gelesen haben! Und sie können an dieser Stelle auch gleich testen, ob Sie bereits zur Gänze fit für die angekündigte Facebook-Neuerung sind. Um beispielsweise einen Kommentar beim zugehörigen Entenpost-Eintrag auf Facebook abgeben zu dürfen, müssten Sie zuvor noch folgende Frage korrekt beantworten: Wie heißt der Rektor der Didsbury State University, von der die eingangs erwähnte Studie über Falschmeldungen im Internet stammt?",Allgemein,2018-12-05 00:00:00,Entenpost
246,Kampf dem Plastik-Müll: Türkis-Blau beschließt Aus fürs Sackerl,"Allein in Wien landen täglich bis zu 60.000 Gackerl-Sackerl in den Mistkübeln. Österreichweit sind es hochgerechnet wahrscheinlich doppelt so viele. Diesem Plastik-Wahnsinn möchte Türkis-Blau nun den Kampf ansagen – und hat deshalb ab dem Jahr 2020 ein striktes Sackerl-Verbot angekündigt.Umweltministerin Elisabeth Köstinger: „Der rot-grüne Slogan ‚Nimm ein Sackerl für mein Gackerl.‘ ist für unsere Weltmeere, die regelrecht im Plastik untergehen, die reinste Katastrophe! Als jemand, für den Umwelt- und Klimaschutz oberste Priorität hat, möchte ich an dieser Stelle Bruno Kreisky zitieren: ‚Und wenn mich einer fragt, wie denn das mit dem Plastikmüll ist, dann sage ich ihm das, was ich immer wieder sage: Dass mir ein paar Milliarden Hundehäufel weniger schlaflose Nächte bereiten, als mir ein paar hunderttausend Gackerl-Sackerl mehr bereiten würden!'“Geht es nach Türkis-Blau, muss schleunigst etwas gegen diese Wegwerfgesellschaft unternommen werden. Das Sackerl-Verbot soll daher bereits 2020 in Kraft treten. Innenminister Herbert Kickl – bekannt für sein Reime-Talent aus vergangenen FPÖ-Wahlkämpfen – hat auch bereits ein alternatives Sprücherl für Hundehalter parat: ‚Nimm ein Schauferl für mein Hauferl‘!“ Denn laut einer Studie der Veterinärmedizinischen Universität Wien ist heimischer Hundekot von ganz besonderer Güte – und gehört somit statt in den Mistkübel ohnehin in die Bio-Tonne. Und das selbstverständlich ganz ohne Scheißplastik!",Politik,2018-12-02 00:00:00,Entenpost
247,Bild-Affäre bereinigt: Drozda ersetzt Belvedere-Leihgabe durch privates Sammlerstück,"SPÖ-Bundesgeschäftsführer und Kunstliebhaber Thomas Drozda sorgte unlängst für einige Aufregung, weil er eine Leihgabe des Belvedere – das Bild ‚Im Raum drinnen II‘ von Kurt Kocherscheidt – einfach vom Bundeskanzleramt in sein Büro in der SPÖ-Parteizentrale mitgenommen hatte. Ein Standortwechsel hätte jedoch gemeldet und genehmigt werden müssen, so das Belvedere.Während die anderen Parteien die Bild-Mitnahme des ehemaligen Kanzleramtsministers zur Staatsaffäre hochstilisierten und sich gebärdeten, als hätte Thomas Drozda das Bild geradezu gestohlen, dürfte mittlerweile alles bereinigt sein: Der Bundesgeschäftsführer zeigte sich reuig, entschuldigte sich für den offenbar begangenen Fehler und die Leihgabe wurde ordnungsgemäß an das Belvedere retourniert.Lange blieb die seither kahle Stelle an der Wand in Drozdas Büro in der Löwelstraße jedoch nicht leer: Ein privates Sammlerstück, das nach Angaben des SPÖ-Politikers erst vor Kurzem in seinen Besitz gelangt sei, ziert ab sofort die dortigen Räumlichkeiten – und sorgt seither wieder für einen angemessenen und repräsentativen Hintergrund bei Fototerminen mit dem Kunstliebhaber Drozda.
",Allgemein,2018-11-29 00:00:00,Entenpost
248,Wiener Wohnen: Professionelle Namensschild-Wechsler/innen verzweifelt gesucht,"Durch die Ereignisse der letzten Wochen hat sich bei Wiener Wohnen ein akuter Engpass bei professionellen Namensschild-Wechsler/innen ergeben. Die größte kommunale Hausverwaltung Europas kommt derzeit mit dem Aus- und Rücktauschen von rund 200.000 Namensschildern an den Gegensprechanlagen ihrer Gemeindebauten hinten und vorne nicht nach und sucht daher verzweifelt qualifizierte Arbeitskräfte für diese Tätigkeit.Gefragt sind in erster Linie Personen mit einschlägigen Schraubkenntnissen, Ausdauer, einem hohen Maß an Frustrationstoleranz und Freude an einer hochrepetitiven Tätigkeit. Gesucht werden laut Stellenausschreibung von Wiener Wohnen zweierlei Namensschild-Fachkräfte: Einerseits einfach-qualifizierte Schildwechsler, die Namenschilder in anonymisierte Top-Schilder austauschen, und andererseits Schild-Wechsel-Profis, die anonyme Top-Schilder auf ihre Original-Namensschilder zurücktauschen können.Auf Grund der unterschiedlichen Rechtsauffassungen zur Datenschutzgrundverordnung (DSGVO) bei den Datenschutzexperten von Wiener Wohnen können Bewerber/innen nach derzeitigem Stand davon ausgehen, dass es sich bei den ausgeschriebenen Jobs um durchaus längerfristige Anstellungen handeln dürfte.",Allgemein,2018-11-28 00:00:00,Entenpost
249,Verwirrung um Vassilakou-Nachfolge: Peter Kraus offenbar ungefragt zum Kandidaten erkoren,"Einiges an Verwirrung herrschte heute bei der Entscheidung über die Nachfolge von Maria Vassilakou bei den Wiener Grünen: Wie erst am Vormittag bekannt geworden war, dürfte einer der fünf zur Wahl stehenden Kandidaten – der österreichische Schauspieler und Sänger Peter Kraus – im Vorfeld gar nie über seine Nominierung informiert worden sein!Dass Kraus von Vassilakou zum Wunschnachfolger auserkoren worden war, verwundert nicht weiter, bringt doch der als deutscher Elvis geltende Sänger mit seinem Hüftschwung sowohl Teenager als auch Senioren reihenweise zum Kreischen. Und wollen die Grünen ähnliche Erfolge feiern wie derzeit ihre ParteikollegInnen in Deutschland, können sie ein Zugpferd, das die Massen zu begeistern weiß, bestens gebrauchen.Gleichzeitig dürfte der begeisterte Hobbyrennfahrer Kraus wohl auch eine Ansage der Grünen an all jene Autofahrer sein, die Vassilakou in der Vergangenheit mit einer Reihe von Maßnahmen – Stichwort Mahü – nicht immer restlos zu begeistern wusste.Das Management des Rock’n’Roll-Stars ließ in einer Aussendung jedenfalls verlautbaren, dass Kraus erst gestern und rein zufällig aus den Medien erfahren habe, dass er heute von der grünen Basis offenbar zum Spitzenkandidaten für die nächste Wiener Gemeinderatswahl gewählt werden solle. Der frühere Publikumsliebling freue sich zwar grundsätzlich über das unerwartete Interesse, habe sich aber für den Fall, dass er tatsächlich als Stimmenstärkster aus der Wahl hervorgehen sollte, Bedenkzeit erbeten.Ab 17:00 werden die Briefstimmen ausgezählt – man wird sehen, ob im Wiener Rathaus künftig neue Töne angeschlagen werden!",Politik,2018-11-26 00:00:00,Entenpost
250,Ab sofort: Christ­baum­sam­mel­stel­len ge­öffnet,"Der Trend, die Weihnachtssaison immer weiter nach vor zu verlegen, geht auch an der MA 48 nicht spurlos vorbei. Und so wurden heuer erstmals etwas früher als in den Jahren zuvor die Christbaumsammelstellen eröffnet: Die Wienerinnen und Wiener können ab sofort wieder ihre Christbäume an den dafür vorgesehenen Plätzen deponieren. Sollte der Christbaum noch in dem weißen Plastiknetz der Christbaumverkäufer verpackt sein, ersuchen die MA 48, dieses vor der Abgabe zu entfernen. Was allerdings schon erlaubt ist: Auch heuer wieder gibt es das zusätzliche Serviceangebot der MA 48, nicht nur Tannen- und Fichtenbäume, sondern auch Kunststoffchristbäume abgeben zu können.Doch warten Sie mit dem Hinbringen lieber nicht zu lange: Wegen des frühen Ostertermins 2019 haben die Christbaumsammelstellen nur noch bis zum 23. Dezember geöffnet – diese müssen dann Platz für die Osternestsammelstellen machen!",Allgemein,2018-11-26 00:00:00,Entenpost
251,Kopftuch-Debatte: Pastafari befürchten Nudelsieb-Aus in Volks­schulen und Kinder­gärten,"Die Debatte um das geplante Kopftuchverbot in Österreichs Kindergärten und Volksschulen lässt in den sozialen Medien die Wogen hochgehen. Das Verbot ist insbesondere unter Pastafari, den Anhängern der Vereinigten Kirche des Fliegenden Spaghettimonsters (FSM), höchst umstritten, steht doch zu befürchten, dass das Kopftuchverbot als Konsequenz auch das Aus der traditionellen Nudelsieb-Kopfbedeckung für Schüler und Kindergartenkinder bedeuten könnte!Vor wenigen Jahren noch den Allerwenigsten bekannt, erfuhren die FSM-Anhänger in den letzten Jahren einen regelrechten Boom. Dies dürfte auch darauf zurückzuführen sein, dass der Pastafarianismus bei Stiftung Warentest unter 10 untersuchten Religionen als Testsieger hervorgegangen war. Gerade im ländlichen Raum beherrscht das Nudelsieb – die religiöse Kopfbedeckung der Pastafari – immer mehr das Landbild. Insofern überrascht es nicht, dass heimische Politiker die Frage, ob der Pastafaranismus zu Österreich gehöre, mittlerweile überwiegend mit ‚Ja‘ beantworten.Zwar schreibt die FSM-Glaubenslehre ihren Anhängern in keinster Weise das Nudelsieb als Kopfbedeckung vor, doch viele tragen das Sieb mit ähnlichem Stolz wie beispielsweise SK Rapid Wien-Fans ein grün-weißes Trikot, um die Verbundenheit mit ihrer Religion zum Ausdruck zu bringen. Durch die aktuelle Debatte befürchtet die FSM-Kirche, in einen Kochtopf mit anderen Religionen geworfen zu werden, so dass neben dem Kopftuch auch das Nudelsieb in Kindergärten und Volksschulen verboten werden könnte.Die Pastafari haben daher ein Pro-Nudelsieb-Volksbegehren angekündigt. In Sozialministerin Beate Hartinger-Klein erhoffen sie sich, eine prominente Fürsprecherin zu finden, hatte diese doch vor einiger Zeit im Parlament in einem flammenden Appell ‚Wertschätzung und Respekt gegenüber Andersdenkenden‘ gefordert und mit dem Satz ‚Minderheiten auszugrenzen, das verurteile ich!‘ den Pastafari förmlich aus der Seele gesprochen.Auf Grund der ständig wachsenden Mitgliedszahlen der FSM-Kirche kann allerdings ohnehin davon ausgegangen werden, dass dieses Volksbegehren eine ähnlich hohe Zustimmung wie jenes von Don’t Smoke erhält – und somit das Nudelsieb am Kopf auch weiterhin fixer Bestandteil von Kindergarten und Volksschule bleiben wird!","Allgemein, Empfehlung",2018-11-24 00:00:00,Entenpost
252,"Lotto-Sieben­fach­jack­pot: Gebür­tige Kärnt­nerin gewinnt 14,9 Millionen","Seit Mittwoch rätselt ganz Österreich, wer wohl den Lotto-Siebenfachjackpot geknackt haben könnte. Jetzt dürfte das Geheimnis endlich gelüftet sein – es handelt sich um eine glückliche Gewinnerin! Die 49-Jährige gab ihren 10-Euro-Quicktipp im Zuge eines Außendienst-Einsatzes in einer Trafik im Waldviertel ab. Satte 14,9 Millionen Euro warten nun auf die frischgebackene Millionärin, die als Einzige die richtigen Zahlen getippt hatte und somit einen Solo-Sechser abräumen durfte.Das glückliche Händchen kommt allerdings nicht von ungefähr – die gebürtige Kärntnerin arbeitet seit kurzem selbst bei einem Glücksspielkonzern: Sie tingelt für den Österreichische Lotterien-Konkurrenten Novomatic quer durch Österreich und kontrolliert die Nachhaltigkeit von Spielautomaten in Wettlokalen. „Ich kann mein Glück kaum fassen!“, so die Gewinnerin, die mit den Glücks-Zahlen 20 25 29 32 37 44 offenbar ganz klar von der Streichung der 13 bei der vergangenen Lotto-Ziehung profitieren konnte.Dass sie ihren derzeitigen Job behalten wird, darf allerdings bezweifelt werden: ‚Ich wollte schon immer bei den ganz Großen dabei sein‚, verrät uns der Glückspilz mit einem Augenzwinkern. Und die Wahl-Wienerin hat bereits ganz konkrete Pläne: „Lobbyistin für den Eurofighter Konzern, das wäre mein Traum. Denn da ist richtig viel Kohle drin!“ Ohne dem schädlichen CO2, wie sie betont. Es stimmt also tatsächlich: Lotto – alles ist möglich!",Allgemein,2018-11-23 00:00:00,Entenpost
253,Hart aber vertretbar: Dornauer muss Bild von Landesrätin aufhängen,"Im Tiroler Landtag war der designierte SPÖ-Chef Georg Dornauer mit folgenedem Spruch über die krankheitsbedingt abwesende Grünen-Politikerin Gabriele Fischer aufgefallen: „Ich will mir die Landesrätin nicht in der Horizontalen vorstellen!“Mit diesem Sager, der für einiges Gelächter im Landtag sorgte, hatte sich der potentielle Nachfolger von Elisabeth Blanik an der Spitze der Tiroler SPÖ allerdings den Unmut der Bundespartei zugezogen: SPÖ-Chefin Pamela Rendi-Wagner lehnte prompt Dornauer für sämtliche Bundesämter ab.Doch vielen in der SPÖ geht diese Maßnahme zu weit. ‚Jeder verdient eine zweite Chance!‘, bringt es ein Landespolitiker, der nicht näher genannt werden möchte, auf den Punkt. Von Bundesgeschäftsführer und Bilder-Fan Thomas Drozda kommt deshalb nun ein Vorschlag zur Güte: Dornauer muss als Konsequenz auf seinen Sager in seinem Büro in der Tiroler SPÖ-Zentrale ein um 90° gedrehtes Portrait der grünen Landesrätin aufhängen. Eine durchaus harte aber vertretbare Strafe – sie wird dem künftigen Tiroler Landespartei-Chef hoffentlich eine Lehre sein!Die Wogen innerhalb der SPÖ konnten mit dieser für alle zufriedenstellenden Maßnahme wohl gerade noch in letzter Minute geglättet werden. Einem reibungslosen Bundesparteitag in Wels sollte damit nichts mehr im Wege stehen!",Politik,2018-11-23 00:00:00,Entenpost
254,"Black Friday: Media Markt warnt Ältere, Schwache und Kinder","Die wüsten Szenen vom letzten Jahr, als in vielen Media Markt Filialen am Black Friday wegen diverser Schnäppchen wie verbilligte iPhones und Flatscreen-TVs regelrecht die Fäuste flogen, haben den Elektronik-Konzern dazu veranlasst, heuer Vorsichtsmaßnahmen zu treffen und im Vorfeld eine Warnung auszusprechen: Schwächeren und älteren Menschen sowie Kindern wird nachdrücklich empfohlen, Media Markt Filialen an diesem Tag entweder gar nicht oder erst am Nachmittag aufzusuchen, wenn der erste Kaufrausch ein wenig abgeebbt ist!Zwar wurden die Media Markt Mitarbeiterinnen und Mitarbeiter in diesem Jahr mit Schusswaffen und scharfer Munition ausgestattet, um bei Handgreiflichkeiten und Tumulten wie im Vorjahr rigoros einschreiten zu können, doch es wird befürchtet, dass das Gedränge und der Massenansturm heuer Ausmaße annehmen dürfte, die man sonst nur vom Haddsch in Mekka kennt.Media Markt Sprecher Jörgen Flennsdorf: „Am Black Friday brennen so manchem Käufer komplett die Sicherungen durch! Personen, die ihre Ellbogen nicht mehr oder noch nicht entsprechend einsetzen können – also insbesondere Senioren, Schwachen und Kindern – raten wir daher dringendst davon ab, bereits am Vormittag auf Schnäppchen-Jagd zu gehen! Auch auf die Gefahr hin, dass das gewünschte Ultra-HD-Smart-TV-Gerät vielleicht am Nachmittag nicht mehr zu haben ist – diese Personen sollten besser zu Hause bleiben, um nicht Gefahr zu laufen, wegen ein paar läppischer Prozente zertrampelt zu werden!“Und all jenen, die am Black Friday nicht zum Zug gekommen sind, sei an dieser Stelle verraten: Er klingt zwar schon etwas altbacken, aber es gibt ihn immer noch – den guten alten Winterschlussverkauf!
",Allgemein,2018-11-22 00:00:00,Entenpost
